FID,Country,Observation,Evidence,Total_no,Location_Name,Description,Source,Contributor,Assessment_Year,WebLink,Lat,Long,Closest_Lat,Closest_Long,Combined_Lat,Combined_Long,Comments,Data_Sensitivity,Data Request Info
15080,South Africa,Tourist record,Photo,2,Kgalagadi Transfrontier Parkand surrounding areas,7k N of KF,Tourist photos,MGL Mills,2012,NA, , ,-26.154,20.556,-26.154,20.556,Female with cubs,medium-cheetahs ID'ed by Gus Mills from submitted tourist records,
15081,South Africa,Tourist record,Photo,3,Kgalagadi Transfrontier Parkand surrounding areas,2k N of KF,Tourist photos,MGL Mills,2012,NA,-26.20734,20.556221, , ,-26.20734,20.556221,Single male with coalition,medium-cheetahs ID'ed by Gus Mills from submitted tourist records,
15082,South Africa,Direct observation,telemetry + direct observation,0,Kgalagadi Transfrontier Parkand surrounding areas, ,expert tracking and collared data,MGL Mills,2011,NA,-26.30228,20.556327, , ,-26.30228,20.556327,SM,medium,
15083,South Africa,Tourist record,Photo,3,Kgalagadi Transfrontier Parkand surrounding areas,KF,Tourist photos,MGL Mills,2010,NA, , ,-26.221552,20.556613,-26.221552,20.556613,Female with cubs,medium-cheetahs ID'ed by Gus Mills from submitted tourist records,
15084,South Africa,Tourist record,Photo,5,Kgalagadi Transfrontier Parkand surrounding areas,near KF,Tourist photos,MGL Mills,2011,NA, , ,-26.221552,20.556613,-26.221552,20.556613,Female with cubs,medium-cheetahs ID'ed by Gus Mills from submitted tourist records,
15085,South Africa,Direct observation,telemetry + direct observation,0,Kgalagadi Transfrontier Parkand surrounding areas, ,expert tracking and collared data,MGL Mills,2010,NA,-26.345803,20.556857, , ,-26.345803,20.556857,Female - cubs (7-9m),medium,
15086,South Africa,Tourist record,Photo,1,Kgalagadi Transfrontier Parkand surrounding areas,3k N of KF,Tourist photos,MGL Mills,2011,NA,-26.207258,20.558038, , ,-26.207258,20.558038,Single male,medium-cheetahs ID'ed by Gus Mills from submitted tourist records,
15087,South Africa,Tourist record,Photo,2,Kgalagadi Transfrontier Parkand surrounding areas,2k N of KF,Tourist photos,MGL Mills,2012,NA,-26.208012,20.558437, , ,-26.208012,20.558437,Coalition with single male,medium-cheetahs ID'ed by Gus Mills from submitted tourist records,
15088,South Africa,Aerial VHF telemetry,telemetry + direct observation,0,Kgalagadi Transfrontier Parkand surrounding areas, ,expert tracking and collared data,MGL Mills,2012,NA,-26.174988,20.55876, , ,-26.174988,20.55876,Single female,medium,
15089,South Africa,VHF telemetry,telemetry + direct observation,0,Kgalagadi Transfrontier Parkand surrounding areas, ,expert tracking and collared data,MGL Mills,2010,NA,-26.321418,20.559002, , ,-26.321418,20.559002,SM,medium,
15090,South Africa,Tourist record,Photo,1,Kgalagadi Transfrontier Parkand surrounding areas,S of AC near KF,Tourist photos,MGL Mills,2011,NA,-26.211493,20.559125, , ,-26.211493,20.559125,Single male,medium-cheetahs ID'ed by Gus Mills from submitted tourist records,
15091,South Africa,Tourist record,Photo,1,Kgalagadi Transfrontier Parkand surrounding areas,N of Kamfersboom,Tourist photos,MGL Mills,2013,NA,-26.208074,20.559199, , ,-26.208074,20.559199,Single female,medium-cheetahs ID'ed by Gus Mills from submitted tourist records,
15092,South Africa,Tourist record,Photo,1,Kgalagadi Transfrontier Parkand surrounding areas,N of Kamfersboom,Tourist photos,MGL Mills,2013,NA,-26.208074,20.559199, , ,-26.208074,20.559199,Single female,medium-cheetahs ID'ed by Gus Mills from submitted tourist records,
